Fare for Bike,[Waiting Time of Bike],Fare for Auto,[Waiting Time of Auto],Fare for Car,[Waiting Time of Car],Platform,Hour,Minute,DecimalHour,Day,Weekend,Rushhour,DistanceKm,Duration,TrafficLevel,SurgeValue,PickupTemperature,PickupWindSpeed,PickupWeatherCode,PickupHumidity,DropTemperature,DropWindSpeed,DropWeatherCode,DropHumidity,PickupZone,DropZone,BikeWait,AutoWait,CarWait,priceKmBike,priceKmAuto,priceKmCar
71.68,1,129.99,3,183.37,3,UBER,12,58,12.97,0,1,0,11.337,31.81666667,HEAVY,0,29.8,9.9,2,53,30.9,7.1,3,47,RESIDENTIAL,RESIDENTIAL,1,3,3,6.32,11.47,16.17
86,3,160,3,169,3,RAPIDO,12,59,12.98,0,1,0,11.337,31.81666667,HEAVY,0,29.8,9.9,2,53,30.9,7.1,3,47,RESIDENTIAL,RESIDENTIAL,3,3,3,7.59,14.11,14.91
212,3,290,3,315,3,RAPIDO,13,0,13,0,1,0,24.739,40.71666667,NORMAL,0,31.3,7.3,3,46,31.5,11.4,3,46,RESIDENTIAL,TRANSIT_HUB,3,3,3,8.57,11.72,12.73
205,1,334,1,471,2,OLA,13,2,13.03,0,1,0,23.881,46.83333333,NORMAL,0,30.9,10,3,49,31.4,7.6,3,45,RESIDENTIAL,COMMERCIAL,1,1,2,8.58,13.99,19.72
180.88,1,300.51,1,313.55,1,UBER,13,2,13.03,0,1,0,24.739,40.71666667,NORMAL,0,31.3,7.3,3,46,31.5,11.4,3,46,RESIDENTIAL,TRANSIT_HUB,1,1,1,7.31,12.15,12.67
130.09,3,207.05,2,255.06,3,UBER,13,4,13.07,0,1,0,17.592,39.65,MODERATE,0,32.9,10.6,1,39,32.9,9.2,3,38,RESIDENTIAL,RESIDENTIAL,3,2,3,7.39,11.77,14.5
139,3,274,3,267,3,RAPIDO,13,6,13.1,0,1,0,17.592,39.65,MODERATE,0,32.9,10.6,1,39,32.9,9.2,3,38,RESIDENTIAL,RESIDENTIAL,3,3,3,7.9,15.58,15.18
210,2,291,2,326,2,RAPIDO,13,7,13.12,0,1,0,23.881,46.83333333,NORMAL,0,30.9,10,3,49,31.4,7.6,3,45,RESIDENTIAL,COMMERCIAL,2,2,2,8.79,12.19,13.65
182,3,235,3,286,3,RAPIDO,13,7,13.12,0,1,0,20.337,39.55,NORMAL,0,32.9,9.2,3,38,33.2,10.6,1,39,RESIDENTIAL,RESIDENTIAL,3,3,3,8.95,11.56,14.06
161.79,3,264.86,2,286.46,4,UBER,13,8,13.13,0,1,0,20.337,39.55,NORMAL,0,31.4,7.3,3,46,30.9,10,3,49,RESIDENTIAL,RESIDENTIAL,3,2,4,7.96,13.02,14.09
221,2,358,1,401,2,OLA,13,9,13.15,0,1,0,25.843,48.66666667,NORMAL,0,33.1,10.6,1,39,32.5,10.7,2,41,RESIDENTIAL,RESIDENTIAL,2,1,2,8.55,13.85,15.52
96.88,3,177.89,2,207.47,3,UBER,13,10,13.17,0,1,0,16.043,32.15,NORMAL,0,30.3,10.1,2,51,30.6,10.9,3,46,RESIDENTIAL,RESIDENTIAL,3,2,3,6.04,11.09,12.93
211,2,309,2,320,2,RAPIDO,13,11,13.18,0,1,0,25.843,48.66666667,NORMAL,0,30.8,10,3,49,30.3,10.1,2,51,RESIDENTIAL,RESIDENTIAL,2,2,2,8.16,11.96,12.38
115,2,166,2,203,2,RAPIDO,13,12,13.2,0,1,0,16.043,32.15,NORMAL,0,30.3,10.1,2,51,30.6,10.9,3,46,RESIDENTIAL,RESIDENTIAL,2,2,2,7.17,10.35,12.65
80,6,153,1,267,7,OLA,13,13,13.22,0,1,0,4.279,12.06666667,HEAVY,0,30.6,10,3,49,30.6,10,3,49,RESIDENTIAL,RESIDENTIAL,6,1,7,18.7,35.76,62.4
79,5,134,5,193,5,RAPIDO,13,14,13.23,0,1,0,9.588,23.56666667,MODERATE,0,31.4,7.6,3,45,30.6,10,3,49,RESIDENTIAL,RESIDENTIAL,5,5,5,8.24,13.98,20.13
36,3,89,3,125,3,RAPIDO,13,15,13.25,0,1,0,4.279,12.06666667,HEAVY,0,31,10.2,3,48,31,10.2,3,48,RESIDENTIAL,RESIDENTIAL,3,3,3,8.41,20.8,29.21
69.4,3,128.54,3,173.76,4,UBER,13,16,13.27,0,1,0,9.588,23.56666667,MODERATE,0,33.1,9.7,2,37,33,10.7,1,38,RESIDENTIAL,RESIDENTIAL,3,3,4,7.24,13.41,18.12
78,1,127,1,149,4,OLA,13,17,13.28,0,1,0,7.611,21.35,HEAVY,0,31.7,7.9,3,44,31.6,7.6,3,45,RESIDENTIAL,RESIDENTIAL,1,1,4,10.25,16.69,19.58
71,2,157,2,159,2,RAPIDO,13,18,13.3,0,1,0,7.611,21.35,HEAVY,0,33.2,9.7,2,37,33.1,9,3,37,RESIDENTIAL,RESIDENTIAL,2,2,2,9.33,20.63,20.89
173,3,420,3,371,3,RAPIDO,17,39,17.65,0,1,1,17.772,41.55,MODERATE,0,32.6,7.3,3,39,32.8,6.5,3,36,RESIDENTIAL,TRANSIT_HUB,3,3,3,9.73,23.63,20.88
148,1,201,1,298,1,RAPIDO,17,40,17.67,0,1,1,17.567,36.01666667,NORMAL,0,33.3,7.2,3,34,32.7,9.3,3,36,RESIDENTIAL,RESIDENTIAL,1,1,1,8.42,11.44,16.96
167,2,343,2,370,2,RAPIDO,17,41,17.68,0,1,1,21.892,41.5,NORMAL,0,32.2,7,3,40,32.7,6.5,3,36,RESIDENTIAL,RESIDENTIAL,2,2,2,7.63,15.67,16.9
181,4,265,4,306,4,RAPIDO,17,42,17.7,0,1,1,22.054,40.65,NORMAL,0,32.8,6.5,3,36,32.1,7,3,40,RESIDENTIAL,RESIDENTIAL,4,4,4,8.21,12.02,13.88
179,3,,,379,3,RAPIDO,17,43,17.72,0,1,1,21.996,36.76666667,NORMAL,0,32.7,9.8,3,39,33.2,7.2,3,34,TRANSIT_HUB,RESIDENTIAL,3,0,3,8.14,0,17.23
77,2,196,2,210,2,RAPIDO,17,45,17.75,0,1,1,8.119,22.98333333,HEAVY,0,32.4,9,3,38,32.7,8,3,35,RESIDENTIAL,RESIDENTIAL,2,2,2,9.48,24.14,25.87
103,2,169,2,209,2,RAPIDO,17,46,17.77,0,1,1,10.247,20.46666667,NORMAL,0,32.5,6.2,3,37,32.5,6.2,3,37,RESIDENTIAL,RESIDENTIAL,2,2,2,10.05,16.49,20.4
210,3,345,3,381,3,RAPIDO,17,47,17.78,0,1,1,23.203,48.4,MODERATE,0,32.5,6.2,3,37,32.1,7.2,3,40,RESIDENTIAL,RESIDENTIAL,3,3,3,9.05,14.87,16.42
141.02,2,2774.57,2,361.88,4,UBER,17,49,17.82,0,1,1,17.772,41.55,MODERATE,0,32.5,9,3,38,32.9,6.8,3,35,RESIDENTIAL,TRANSIT_HUB,2,2,4,7.93,156.12,20.36
123.58,4,225.98,4,303.14,4,UBER,17,50,17.83,0,1,1,17.567,36.01666667,NORMAL,0,33,6.8,3,35,32.2,9,3,38,RESIDENTIAL,RESIDENTIAL,4,4,4,7.03,12.86,17.26
136.67,3,265.03,4,359.54,4,UBER,17,52,17.87,0,1,1,21.892,41.5,NORMAL,0,32.5,7.9,3,39,32.8,6.8,3,35,RESIDENTIAL,RESIDENTIAL,3,4,4,6.24,12.11,16.42
147.21,3,269.53,2,347.76,2,UBER,17,52,17.87,0,1,1,22.054,40.65,NORMAL,0,32.9,6.8,3,35,32.4,7.9,3,39,RESIDENTIAL,RESIDENTIAL,3,2,2,6.67,12.22,15.77
149.63,7,259.43,8,355.12,13,UBER,17,54,17.9,0,1,1,21.996,36.76666667,NORMAL,0,32.2,9.5,3,41,32.9,6.8,3,35,TRANSIT_HUB,RESIDENTIAL,7,8,13,6.8,11.79,16.14
56.31,2,117.69,2,203.98,3,UBER,17,55,17.92,0,1,1,8.119,22.98333333,HEAVY,0,32,7.2,3,40,32.4,6.2,3,37,RESIDENTIAL,RESIDENTIAL,2,2,3,6.94,14.5,25.12
72.58,2,149.47,3,229.54,4,UBER,17,56,17.93,0,1,1,10.247,20.46666667,NORMAL,0,33,6.8,3,35,32.8,8,3,35,RESIDENTIAL,RESIDENTIAL,2,3,4,7.08,14.59,22.4
163.4,2,293.66,2,426.65,4,UBER,17,58,17.97,0,1,1,23.203,48.4,MODERATE,0,32.5,6.2,3,37,32.1,7.2,3,40,RESIDENTIAL,RESIDENTIAL,2,2,4,7.04,12.66,18.39
160,1,260,1,340,4,OLA,18,0,18,0,1,1,17.772,41.55,MODERATE,0,31.9,8.1,3,40,32.5,6.1,3,37,RESIDENTIAL,TRANSIT_HUB,1,1,4,9,14.63,19.13
152,1,255,1,256,5,OLA,18,1,18.02,0,1,1,17.567,36.01666667,NORMAL,0,32.6,6.1,3,37,31.6,8.1,3,40,RESIDENTIAL,RESIDENTIAL,1,1,5,8.65,14.52,14.57
182,3,285,2,378,4,OLA,18,3,18.05,0,1,1,21.892,41.5,NORMAL,0,31.9,7,3,42,32.5,6.1,3,37,RESIDENTIAL,RESIDENTIAL,3,2,4,8.31,13.02,17.27
193,2,307,1,318,4,OLA,18,4,18.07,0,1,1,22.054,40.65,NORMAL,0,32.5,6.1,3,37,31.8,7,3,42,RESIDENTIAL,RESIDENTIAL,2,1,4,8.75,13.92,14.42
188,2,350,6,350,6,OLA,18,5,18.08,0,1,1,21.996,36.76666667,NORMAL,0,31.4,7.4,3,42,32,6,3,39,TRANSIT_HUB,RESIDENTIAL,2,6,6,8.55,15.91,15.91
86,2,156,1,165,4,OLA,18,6,18.1,0,1,1,8.119,22.98333333,HEAVY,0,31.8,8.1,3,40,32.3,7.2,3,38,RESIDENTIAL,RESIDENTIAL,2,1,4,10.59,19.21,20.32
98,2,178,2,222,6,OLA,18,8,18.13,0,1,1,10.247,20.46666667,NORMAL,0,32.6,6.1,3,37,32.4,7.2,3,38,RESIDENTIAL,RESIDENTIAL,2,2,6,9.56,17.37,21.66
220,1,344,1,392,4,OLA,18,9,18.15,0,1,1,23.203,48.4,MODERATE,0,32.4,7.2,3,38,31.9,8.1,3,40,RESIDENTIAL,RESIDENTIAL,1,1,4,9.48,14.83,16.89
168,3,278,3,392,3,RAPIDO,20,46,20.77,0,1,1,17.772,41.55,MODERATE,0,27.4,11.9,3,60,27.7,7.9,2,56,RESIDENTIAL,TRANSIT_HUB,3,3,3,9.45,15.64,22.06
144,3,213,3,260,3,RAPIDO,20,47,20.78,0,1,1,17.567,36.01666667,NORMAL,0,27.7,6.8,3,56,27,9,3,58,RESIDENTIAL,RESIDENTIAL,3,3,3,8.2,12.13,14.8
186,2,348,2,325,2,RAPIDO,20,48,20.8,0,1,1,21.892,41.5,NORMAL,0,27,11.3,2,60,27.7,7.9,2,56,RESIDENTIAL,RESIDENTIAL,2,2,2,8.5,15.9,14.85
179,4,292,4,327,4,RAPIDO,20,49,20.82,0,1,1,22.054,40.65,NORMAL,0,27.7,7.9,2,56,26.9,11.3,2,60,RESIDENTIAL,RESIDENTIAL,4,4,4,8.12,13.24,14.83
177,3,,,378,3,RAPIDO,20,50,20.83,0,1,1,21.996,36.76666667,NORMAL,0,27.4,12.6,3,58,27.8,7.9,2,56,TRANSIT_HUB,RESIDENTIAL,3,0,3,8.05,0,17.18
72,2,180,2,165,2,RAPIDO,20,51,20.85,0,1,1,8.119,22.98333333,HEAVY,0,27.3,11.9,3,60,27.7,9.4,3,57,RESIDENTIAL,RESIDENTIAL,2,2,2,8.87,22.17,20.32
96,2,156,2,203,2,RAPIDO,20,52,20.87,0,1,1,10.247,20.46666667,NORMAL,0,27.8,7.9,2,56,27.8,9.4,3,57,RESIDENTIAL,RESIDENTIAL,2,2,2,9.37,15.22,19.81
202,3,301,3,341,3,RAPIDO,20,53,20.88,0,1,1,23.203,48.4,MODERATE,0,27.8,9.4,3,57,27.4,11.9,3,60,RESIDENTIAL,RESIDENTIAL,3,3,3,8.71,12.97,14.7
188.24,3,311.15,5,346.62,2,UBER,20,57,20.95,0,1,1,17.772,41.55,MODERATE,0,27.4,11.9,3,60,27.7,7.9,2,56,RESIDENTIAL,TRANSIT_HUB,3,5,2,10.59,17.51,19.5
165.82,4,277.7,4,306.62,4,UBER,20,58,20.97,0,1,1,17.567,36.01666667,NORMAL,0,27.8,7.9,2,56,27.1,11.9,3,60,RESIDENTIAL,RESIDENTIAL,4,4,4,9.44,15.81,17.45
208.78,3,311.02,4,368.33,3,UBER,21,0,21,0,1,1,21.892,41.5,NORMAL,0,26.8,11.1,2,60,27.4,8.4,2,57,RESIDENTIAL,RESIDENTIAL,3,4,3,9.54,14.21,16.82
216.94,4,404.11,2,357.47,3,UBER,21,1,21.02,0,1,1,22.054,40.65,NORMAL,0,27.3,7.2,3,57,26.4,9.2,3,62,RESIDENTIAL,RESIDENTIAL,4,2,3,9.84,18.32,16.21
214.32,6,388.96,7,358.41,10,UBER,21,3,21.05,0,1,1,21.996,36.76666667,NORMAL,0,27.2,12.8,3,59,27.5,8.4,2,57,TRANSIT_HUB,RESIDENTIAL,6,7,10,9.74,17.68,16.29
91.15,3,177.44,2,201.72,2,UBER,21,4,21.07,0,1,1,8.119,22.98333333,HEAVY,0,27.1,12.1,3,60,27.4,9.6,3,58,RESIDENTIAL,RESIDENTIAL,3,2,2,11.23,21.85,24.85
113.09,3,214.41,2,229.2,3,UBER,21,5,21.08,0,1,1,10.247,20.46666667,NORMAL,0,27.5,8.4,2,57,27.5,9.6,3,58,RESIDENTIAL,RESIDENTIAL,3,2,3,11.04,20.92,22.37
235.84,3,440.34,2,394.15,3,UBER,21,7,21.12,0,1,1,23.203,48.4,MODERATE,0,27.6,8.1,3,56,27.1,9.3,3,59,RESIDENTIAL,RESIDENTIAL,3,2,3,10.16,18.98,16.99
158,1,248,1,407,6,OLA,21,8,21.13,0,1,1,17.772,41.55,MODERATE,0,27.2,12.1,3,60,27.4,8.4,2,57,RESIDENTIAL,TRANSIT_HUB,1,1,6,8.89,13.95,22.9
170,1,301,1,329,4,OLA,21,10,21.17,0,1,1,17.567,36.01666667,NORMAL,0,27.4,7.2,3,57,26.8,9.3,3,59,RESIDENTIAL,RESIDENTIAL,1,1,4,9.68,17.13,18.73
173,2,291,1,384,6,OLA,21,11,21.18,0,1,1,21.892,41.5,NORMAL,0,26.8,11.1,2,60,27.4,8.4,2,57,RESIDENTIAL,RESIDENTIAL,2,1,6,7.9,13.29,17.54
194,2,305,1,357,4,OLA,21,12,21.2,0,1,1,22.054,40.65,NORMAL,0,27.4,8.4,2,57,26.7,11.1,2,60,RESIDENTIAL,RESIDENTIAL,2,1,4,8.8,13.83,16.19
189,1,341,1,328,3,OLA,21,13,21.22,0,1,1,21.996,36.76666667,NORMAL,0,27.2,12.8,3,59,27.5,8.4,2,57,TRANSIT_HUB,RESIDENTIAL,1,1,3,8.59,15.5,14.91
75,2,139,1,143,5,OLA,21,15,21.25,0,1,1,8.119,22.98333333,HEAVY,0,27,11.5,3,60,27.1,10,3,58,RESIDENTIAL,RESIDENTIAL,2,1,5,9.24,17.12,17.61
93,1,174,2,166,4,OLA,21,16,21.27,0,1,1,10.247,20.46666667,NORMAL,0,27.2,8.8,2,58,27.2,10,3,58,RESIDENTIAL,RESIDENTIAL,1,2,4,9.08,16.98,16.2
218,1,361,1,379,6,OLA,21,18,21.3,0,1,1,23.203,48.4,MODERATE,0,27.3,8.1,3,57,26.9,9,3,60,RESIDENTIAL,RESIDENTIAL,1,1,6,9.4,15.56,16.33
143,3,251,3,289,3,RAPIDO,16,7,16.12,1,0,0,17.772,41.55,MODERATE,0,29.5,17.5,3,39,30,14.7,3,39,RESIDENTIAL,TRANSIT_HUB,3,3,3,8.05,14.12,16.26
146,2,211,2,244,8,RAPIDO,16,8,16.13,1,0,0,17.567,36.01666667,NORMAL,0,30.1,14.7,3,39,29.2,17.5,3,39,RESIDENTIAL,RESIDENTIAL,2,2,8,8.31,12.01,13.89
185,2,259,2,295,2,RAPIDO,16,9,16.15,1,0,0,21.892,41.5,NORMAL,0,30.6,10.9,3,38,30.1,9.7,3,39,RESIDENTIAL,RESIDENTIAL,2,2,2,8.45,11.83,13.48
199,4,348,4,304,4,RAPIDO,16,10,16.17,1,0,0,22.054,40.65,NORMAL,0,30.2,9.7,3,39,30.5,10.9,3,38,RESIDENTIAL,RESIDENTIAL,4,4,4,9.02,15.78,13.78
200,3,,,376,3,RAPIDO,16,11,16.18,1,0,0,21.996,36.76666667,NORMAL,0,30.8,12.3,3,35,30.2,9.7,3,39,TRANSIT_HUB,RESIDENTIAL,3,0,3,9.09,0,17.09
68,3,156,3,152,3,RAPIDO,16,12,16.2,1,0,0,8.119,22.98333333,HEAVY,0,30.4,10.5,3,39,30.1,10.7,3,39,RESIDENTIAL,RESIDENTIAL,3,3,3,8.38,19.21,18.72
96,2,171,2,183,2,RAPIDO,16,13,16.22,1,0,0,10.247,20.46666667,NORMAL,0,30.3,14.7,3,39,30.2,15.3,3,40,RESIDENTIAL,RESIDENTIAL,2,2,2,9.37,16.69,17.86
211,3,373,3,351,3,RAPIDO,16,14,16.23,1,0,0,23.203,48.4,MODERATE,0,30.2,15.3,3,40,30.4,17.5,3,39,RESIDENTIAL,RESIDENTIAL,3,3,3,9.09,16.08,15.13
130.45,1,206.1,1,296.47,2,UBER,16,15,16.25,1,0,0,17.772,41.55,MODERATE,0,30.2,11.4,3,37,29.9,10.7,3,39,RESIDENTIAL,TRANSIT_HUB,1,1,2,7.34,11.6,16.68
133.93,3,222.2,3,263.37,3,UBER,16,16,16.27,1,0,0,17.567,36.01666667,NORMAL,0,30,10.7,3,39,29.9,11.4,3,37,RESIDENTIAL,RESIDENTIAL,3,3,3,7.62,12.65,14.99
165.63,1,261.69,2,314.82,3,UBER,16,17,16.28,1,0,0,21.892,41.5,NORMAL,0,30.2,17.4,3,38,29.9,14.6,3,40,RESIDENTIAL,RESIDENTIAL,1,2,3,7.57,11.95,14.38
219.39,2,332.4,2,376.4,2,UBER,16,18,16.3,1,0,0,22.054,40.65,NORMAL,0,29.9,10.7,3,39,30.1,9.7,3,37,RESIDENTIAL,RESIDENTIAL,2,2,2,9.95,15.07,17.07
158.31,5,243.44,6,311.91,8,UBER,16,19,16.32,1,0,0,21.996,36.76666667,NORMAL,0,30.3,20.7,3,35,30,14.6,3,40,TRANSIT_HUB,RESIDENTIAL,5,6,8,7.2,11.07,14.18
63.57,2,128.63,2,181.84,3,UBER,16,21,16.35,1,0,0,8.119,22.98333333,HEAVY,0,30.1,11.4,3,37,29.8,11.8,3,38,RESIDENTIAL,RESIDENTIAL,2,2,3,7.83,15.84,22.4
80.03,2,158.45,2,201.02,2,UBER,16,22,16.37,1,0,0,10.247,20.46666667,NORMAL,0,30,14.6,3,40,29.9,15.6,3,39,RESIDENTIAL,RESIDENTIAL,2,2,2,7.81,15.46,19.62
177.24,2,275.55,2,340.64,3,UBER,16,23,16.38,1,0,0,23.203,48.4,MODERATE,0,29.9,11.8,3,38,30.2,11.4,3,37,RESIDENTIAL,RESIDENTIAL,2,2,3,7.64,11.88,14.68
171,1,246,1,330,4,OLA,16,24,16.4,1,0,0,17.772,41.55,MODERATE,0,30.2,17.8,3,37,29.9,14.6,3,40,RESIDENTIAL,TRANSIT_HUB,1,1,4,9.62,13.84,18.57
184,1,277,1,288,3,OLA,16,25,16.42,1,0,0,17.567,36.01666667,NORMAL,0,30,10.7,3,39,29.9,11.4,3,37,RESIDENTIAL,RESIDENTIAL,1,1,3,10.47,15.77,16.39
179,3,264,2,288,4,OLA,16,26,16.43,1,0,0,21.892,41.5,NORMAL,0,30.2,12.1,3,38,29.9,11.5,3,40,RESIDENTIAL,RESIDENTIAL,3,2,4,8.18,12.06,13.16
202,1,313,2,466,4,OLA,16,27,16.45,1,0,0,22.054,40.65,NORMAL,0,29.9,10.7,3,39,30.1,9.7,3,37,RESIDENTIAL,RESIDENTIAL,1,2,4,9.16,14.19,21.13
209,1,323,1,334,3,OLA,16,29,16.48,1,0,0,21.996,36.76666667,NORMAL,0,30.4,11.9,3,35,30,10.7,3,39,TRANSIT_HUB,RESIDENTIAL,1,1,3,9.5,14.68,15.18
91,1,146,1,186,4,OLA,16,30,16.5,1,0,0,8.119,22.98333333,HEAVY,0,29.8,11.4,3,36,29.6,11.6,3,38,RESIDENTIAL,RESIDENTIAL,1,1,4,11.21,17.98,22.91
102,1,170,2,191,3,OLA,16,31,16.52,1,0,0,10.247,20.46666667,NORMAL,0,29.8,11.6,3,40,29.7,11.6,3,38,RESIDENTIAL,RESIDENTIAL,1,2,3,9.95,16.59,18.64
235,1,346,1,367,3,OLA,16,32,16.53,1,0,0,23.203,48.4,MODERATE,0,29.7,12.6,3,38,29.9,12.1,3,36,RESIDENTIAL,RESIDENTIAL,1,1,3,10.13,14.91,15.82
172,3,285,3,323,3,RAPIDO,19,44,19.73,1,0,1,17.772,41.55,MODERATE,0,25.2,3.9,3,60,26.1,4.2,3,54,RESIDENTIAL,TRANSIT_HUB,3,3,3,9.68,16.04,18.17
145,2,232,2,293,2,RAPIDO,19,46,19.77,1,0,1,17.567,36.01666667,NORMAL,0,25.9,3.9,3,55,24.7,3.2,3,61,RESIDENTIAL,RESIDENTIAL,2,2,2,8.25,13.21,16.68
188,1,270,1,330,1,RAPIDO,19,48,19.8,1,0,1,21.892,41.5,NORMAL,0,24.6,3.7,3,63,25.7,3.9,3,55,RESIDENTIAL,RESIDENTIAL,1,1,1,8.59,12.33,15.07
187,4,295,4,352,4,RAPIDO,19,49,19.82,1,0,1,22.054,40.65,NORMAL,0,25.8,3.9,3,55,24.5,3.7,3,63,RESIDENTIAL,RESIDENTIAL,4,4,4,8.48,13.38,15.96
203,3,,,397,3,RAPIDO,19,50,19.83,1,0,1,21.996,36.76666667,NORMAL,0,25.5,3.1,3,56,26.7,3.9,3,47,TRANSIT_HUB,RESIDENTIAL,3,0,3,9.23,0,18.05
75,3,197,3,177,3,RAPIDO,19,53,19.88,1,0,1,8.119,22.98333333,HEAVY,0,24.9,3.2,3,61,25.3,3.5,3,57,RESIDENTIAL,RESIDENTIAL,3,3,3,9.24,24.26,21.8
97,1,141,1,198,1,RAPIDO,19,54,19.9,1,0,1,10.247,20.46666667,NORMAL,0,25.9,3.9,3,55,25.4,3.5,3,57,RESIDENTIAL,RESIDENTIAL,1,1,1,9.47,13.76,19.32
234,3,342,3,440,3,RAPIDO,19,55,19.92,1,0,1,23.203,48.4,MODERATE,0,25.4,3.5,3,57,25,3.2,3,61,RESIDENTIAL,RESIDENTIAL,3,3,3,10.08,14.74,18.96
93,1,180,3,241,3,OLA,10,26,10.43,2,0,1,8.086,20.91666667,MODERATE,0,28.6,3.9,3,43,28.1,4,3,45,RESIDENTIAL,TRANSIT_HUB,1,3,3,11.5,22.26,29.8
72,2,198,4,209,2,RAPIDO,10,28,10.47,2,0,1,8.086,20.91666667,MODERATE,0,28.5,4,3,43,28.1,4.2,3,45,RESIDENTIAL,TRANSIT_HUB,2,4,2,8.9,24.49,25.85
102,1,178,1,337,3,OLA,10,29,10.48,2,0,1,10.671,26.78333333,MODERATE,0,28.5,3.9,3,43,28.2,3.9,3,44,TRANSIT_HUB,RESIDENTIAL,1,1,3,9.56,16.68,31.58
89,4,171,4,186,4,RAPIDO,10,31,10.52,2,0,1,10.671,26.78333333,MODERATE,0,29.1,4,3,41,28.7,4,3,42,TRANSIT_HUB,RESIDENTIAL,4,4,4,8.34,16.02,17.43
138,1,219,1,219,2,OLA,10,33,10.55,2,0,1,24.678,39.98333333,NORMAL,0,28.8,2.9,3,46,28.4,3.3,3,47,TRANSIT_HUB,RESIDENTIAL,1,1,2,5.59,8.87,8.87
119,3,202,3,250,3,RAPIDO,10,34,10.57,2,0,1,24.678,39.98333333,NORMAL,0,28.8,2.9,3,46,28.4,3.3,3,47,TRANSIT_HUB,RESIDENTIAL,3,3,3,4.82,8.19,10.13
185,2,310,1,327,3,OLA,10,36,10.6,2,0,1,21.577,42.1,NORMAL,0,29,4,3,41,28.2,3.2,3,48,RESIDENTIAL,RESIDENTIAL,2,1,3,8.57,14.37,15.16
172,2,257,2,295,2,RAPIDO,10,38,10.63,2,0,1,21.577,42.1,NORMAL,0,29,4,3,41,28.2,3.2,3,48,RESIDENTIAL,RESIDENTIAL,2,2,2,7.97,11.91,13.67
216,1,346,3,395,3,OLA,10,40,10.67,2,0,1,23.88,46.83333333,NORMAL,0,28.5,3.3,3,47,28.7,4,3,42,RESIDENTIAL,COMMERCIAL,1,3,3,9.05,14.49,16.54
210,2,289,2,380,2,RAPIDO,10,41,10.68,2,0,1,23.88,46.83333333,NORMAL,0,28.5,3.3,3,47,28.7,4,3,42,RESIDENTIAL,COMMERCIAL,2,2,2,8.79,12.1,15.91
228,1,370,1,384,4,OLA,10,43,10.72,2,0,1,25.843,48.66666667,NORMAL,0,28.4,3.3,3,47,28.3,3.2,3,48,RESIDENTIAL,RESIDENTIAL,1,1,4,8.82,14.32,14.86
211,2,307,2,346,2,RAPIDO,10,45,10.75,2,0,1,25.843,48.66666667,NORMAL,0,28.9,3.5,3,45,28.9,3.6,3,46,RESIDENTIAL,RESIDENTIAL,2,2,2,8.16,11.88,13.39
85,4,156,3,161,4,OLA,10,47,10.78,2,0,1,4.279,12.06666667,HEAVY,0,28.7,3.5,3,45,28.7,3.5,3,45,RESIDENTIAL,RESIDENTIAL,4,3,4,19.86,36.46,37.63
36,2,66,2,104,2,RAPIDO,10,48,10.8,2,0,1,4.279,12.06666667,HEAVY,0,28.9,2.9,3,44,29,2.9,3,44,RESIDENTIAL,RESIDENTIAL,2,2,2,8.41,15.42,24.3
72,1,130,1,148,1,OLA,10,50,10.83,2,0,1,7.611,21.35,HEAVY,0,29.3,4.2,3,41,29.5,3.9,3,40,RESIDENTIAL,RESIDENTIAL,1,1,1,9.46,17.08,19.45
72,5,115,5,157,5,RAPIDO,10,52,10.87,2,0,1,7.611,21.35,HEAVY,0,29.3,4.2,3,41,29.5,3.9,3,40,RESIDENTIAL,RESIDENTIAL,5,5,5,9.46,15.11,20.63
143,2,,,241,2,UBER,22,13,22.22,2,0,0,10.558,19.6,NORMAL,0,21.2,4,1,92,22,3.6,1,90,TRANSIT_HUB,TRANSIT_HUB,2,0,2,13.54,0,22.83
146,1,,,203,2,RAPIDO,22,15,22.25,2,0,0,10.558,19.6,NORMAL,0,20.9,3.4,1,93,21.7,3.3,1,90,TRANSIT_HUB,TRANSIT_HUB,1,0,2,13.83,0,19.23
41,4,102,4,107,4,RAPIDO,22,18,22.3,2,0,0,3.832,15.78333333,HEAVY,0,21.8,3.3,0,81,21.7,3.3,0,81,TRANSIT_HUB,RESIDENTIAL,4,4,4,10.7,26.62,27.92
38,6,72,5,104,8,UBER,22,22,22.37,2,0,0,3.832,15.78333333,HEAVY,0,21.8,3.3,0,81,21.7,3.3,0,81,TRANSIT_HUB,RESIDENTIAL,6,5,8,9.92,18.79,27.14
77,3,163,2,148,3,UBER,22,25,22.42,2,0,0,10.375,27.86666667,MODERATE,0,20,3.3,1,90,20.9,3.2,1,85,RESIDENTIAL,RESIDENTIAL,3,2,3,7.42,15.71,14.27
140,2,278,1,214,2,UBER,22,28,22.47,2,0,0,16.214,34.25,MODERATE,0,21.8,4.8,0,81,20.3,4.2,0,90,RESIDENTIAL,RESIDENTIAL,2,1,2,8.63,17.15,13.2
140,2,278,1,214,2,UBER,22,30,22.5,2,0,0,26.501,46.8,NORMAL,0,19.9,5.2,0,91,20.1,3.4,0,91,RESIDENTIAL,RESIDENTIAL,2,1,2,5.28,10.49,8.08
110,3,203,1,280,4,UBER,22,33,22.55,2,0,0,11.726,25.95,MODERATE,0,20.8,3.4,1,86,21.7,4.3,0,82,COMMERCIAL,RESIDENTIAL,3,1,4,9.38,17.31,23.88
